epoch,grad_norm,learning_rate,loss,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.3082583810302535,2.0204319953918457,0.00011279335410176533,0.5572,8400,,,,,,,,,
1.323832885566328,0.9630703330039978,0.00011175493250259606,0.5376,8500,,,,,,,,,
1.323832885566328,,,,8500,0.5501747131347656,85.0409,37.747,4.727,,,,,
1.3394073901024024,0.9399158954620361,0.00011071651090342681,0.5918,8600,,,,,,,,,
1.3549818946384768,1.7123197317123413,0.00010967808930425754,0.5932,8700,,,,,,,,,
1.3705563991745513,1.416908860206604,0.00010863966770508827,0.5459,8800,,,,,,,,,
1.3861309037106258,1.673341155052185,0.00010760124610591901,0.5617,8900,,,,,,,,,
1.4017054082467002,1.2601319551467896,0.00010656282450674975,0.5329,9000,,,,,,,,,
1.4017054082467002,,,,9000,0.5468403100967407,86.1536,37.259,4.666,,,,,
1.417396721566795,0.9114543795585632,0.00010552440290758048,0.5495,9100,,,,,,,,,
1.4329712261028695,0.771259605884552,0.00010448598130841123,0.5489,9200,,,,,,,,,
1.448545730638944,0.939206063747406,0.00010344755970924195,0.5488,9300,,,,,,,,,
1.4641202351750184,1.8266421556472778,0.00010240913811007268,0.5451,9400,,,,,,,,,
1.4796947397110929,1.5460673570632935,0.00010137071651090344,0.5241,9500,,,,,,,,,
1.4796947397110929,,,,9500,0.5435628890991211,83.2777,38.546,4.827,,,,,
1.4952692442471673,0.8940098881721497,0.00010033229491173417,0.5701,9600,,,,,,,,,
1.5108437487832418,1.5963042974472046,9.929387331256491e-05,0.5632,9700,,,,,,,,,
1.5264182533193162,1.8106062412261963,9.825545171339564e-05,0.5495,9800,,,,,,,,,
1.5419927578553907,1.8963667154312134,9.721703011422638e-05,0.55,9900,,,,,,,,,
1.5575672623914651,1.5466113090515137,9.617860851505712e-05,0.5468,10000,,,,,,,,,
1.5575672623914651,,,,10000,0.5404514670372009,83.3079,38.532,4.825,,,,,
1.5731417669275396,1.1348974704742432,9.514018691588785e-05,0.5125,10100,,,,,,,,,
1.588716271463614,0.8521071076393127,9.41017653167186e-05,0.5055,10200,,,,,,,,,
1.6042907759996885,1.6422152519226074,9.306334371754934e-05,0.4957,10300,,,,,,,,,
1.619865280535763,1.674483060836792,9.202492211838006e-05,0.5538,10400,,,,,,,,,
1.6354397850718374,1.0418245792388916,9.098650051921081e-05,0.4859,10500,,,,,,,,,
1.6354397850718374,,,,10500,0.5375716090202332,83.4704,38.457,4.816,,,,,
1.6510142896079119,1.7845861911773682,8.994807892004155e-05,0.5192,10600,,,,,,,,,
1.6665887941439863,1.5071407556533813,8.890965732087228e-05,0.5304,10700,,,,,,,,,
1.6821632986800608,0.9251425266265869,8.787123572170302e-05,0.5448,10800,,,,,,,,,
1.6977378032161352,1.2629046440124512,8.683281412253376e-05,0.5575,10900,,,,,,,,,
1.7133123077522097,0.6377843618392944,8.579439252336449e-05,0.5472,11000,,,,,,,,,
1.7133123077522097,,,,11000,0.5337363481521606,83.2602,38.554,4.828,,,,,
1.7288868122882841,1.780168890953064,8.475597092419522e-05,0.5421,11100,,,,,,,,,
1.7444613168243586,1.64552903175354,8.371754932502596e-05,0.559,11200,,,,,,,,,
1.760035821360433,1.171157717704773,8.267912772585669e-05,0.5311,11300,,,,,,,,,
1.7756103258965075,1.3588672876358032,8.164070612668743e-05,0.5248,11400,,,,,,,,,
1.7911848304325817,0.6393957138061523,8.061266874350986e-05,0.5397,11500,,,,,,,,,
1.7911848304325817,,,,11500,0.5312722325325012,83.3032,38.534,4.826,,,,,
1.8067593349686564,1.5655421018600464,7.95742471443406e-05,0.5602,11600,,,,,,,,,
1.8223338395047306,1.0062261819839478,7.853582554517135e-05,0.5121,11700,,,,,,,,,
1.8379083440408053,1.6063319444656372,7.749740394600208e-05,0.5415,11800,,,,,,,,,
1.8534828485768795,1.5861343145370483,7.645898234683282e-05,0.5238,11900,,,,,,,,,
1.8690573531129542,0.6632874608039856,7.542056074766356e-05,0.5387,12000,,,,,,,,,
1.8690573531129542,,,,12000,0.529053270816803,83.3602,38.508,4.822,,,,,
1.8846318576490284,0.7720230221748352,7.438213914849429e-05,0.5381,12100,,,,,,,,,
1.900206362185103,1.5902010202407837,7.334371754932503e-05,0.5308,12200,,,,,,,,,
1.9157808667211773,0.9325354695320129,7.230529595015577e-05,0.5311,12300,,,,,,,,,
1.931355371257252,1.8513561487197876,7.12668743509865e-05,0.5443,12400,,,,,,,,,
1.9469298757933262,0.7492752075195312,7.022845275181724e-05,0.5231,12500,,,,,,,,,
1.9469298757933262,,,,12500,0.5271846652030945,83.4345,38.473,4.818,,,,,
1.9625043803294009,1.7497433423995972,6.919003115264799e-05,0.5572,12600,,,,,,,,,
1.9780788848654751,1.6517598628997803,6.815160955347872e-05,0.542,12700,,,,,,,,,
1.9936533894015498,1.9574967622756958,6.711318795430946e-05,0.5459,12800,,,,,,,,,
2.009227893937624,0.7999812364578247,6.60747663551402e-05,0.4713,12900,,,,,,,,,
2.0248023984736987,1.1484901905059814,6.503634475597093e-05,0.5288,13000,,,,,,,,,
2.0248023984736987,,,,13000,0.5260239243507385,83.4688,38.457,4.816,,,,,
2.040376903009773,1.0118741989135742,6.399792315680167e-05,0.471,13100,,,,,,,,,
2.0559514075458476,1.2618544101715088,6.29595015576324e-05,0.5039,13200,,,,,,,,,
2.071525912081922,0.971651017665863,6.192107995846314e-05,0.5126,13300,,,,,,,,,
2.0871004166179965,1.7219587564468384,6.088265835929388e-05,0.4933,13400,,,,,,,,,
2.1026749211540707,1.4828872680664062,5.984423676012462e-05,0.4815,13500,,,,,,,,,
2.1026749211540707,,,,13500,0.5255681872367859,83.4697,38.457,4.816,,,,,
2.1182494256901454,0.9033936262130737,5.880581516095535e-05,0.4753,13600,,,,,,,,,
2.1338239302262196,1.6835551261901855,5.776739356178609e-05,0.4918,13700,,,,,,,,,
2.1493984347622943,0.8863978385925293,5.6728971962616826e-05,0.5174,13800,,,,,,,,,
2.1649729392983685,1.5063625574111938,5.5690550363447555e-05,0.5065,13900,,,,,,,,,
2.180547443834443,1.5912388563156128,5.46521287642783e-05,0.4992,14000,,,,,,,,,
2.180547443834443,,,,14000,0.5230082869529724,83.39,38.494,4.821,,,,,
2.1961219483705174,1.3718621730804443,5.361370716510904e-05,0.5167,14100,,,,,,,,,
2.211696452906592,1.3726963996887207,5.257528556593977e-05,0.5121,14200,,,,,,,,,
2.2272709574426663,1.1071150302886963,5.153686396677051e-05,0.5025,14300,,,,,,,,,
2.2428454619787406,1.1731117963790894,5.049844236760125e-05,0.5034,14400,,,,,,,,,
2.2584199665148152,0.8999359607696533,4.946002076843199e-05,0.5088,14500,,,,,,,,,
2.2584199665148152,,,,14500,0.521721601486206,83.3799,38.499,4.821,,,,,
2.27399447105089,1.6293666362762451,4.8421599169262724e-05,0.5036,14600,,,,,,,,,
2.289568975586964,1.5524518489837646,4.738317757009346e-05,0.4895,14700,,,,,,,,,
2.3051434801230384,1.1875079870224,4.6344755970924195e-05,0.5221,14800,,,,,,,,,
2.320717984659113,0.9166048765182495,4.530633437175493e-05,0.4602,14900,,,,,,,,,
2.3362924891951877,1.6061407327651978,4.426791277258567e-05,0.4758,15000,,,,,,,,,
2.3362924891951877,,,,15000,0.5207934975624084,83.8861,38.266,4.792,,,,,
2.351866993731262,1.1717766523361206,4.322949117341641e-05,0.4801,15100,,,,,,,,,
2.367441498267336,0.9746596217155457,4.2191069574247144e-05,0.5039,15200,,,,,,,,,
2.383016002803411,0.48838940262794495,4.1152647975077886e-05,0.5013,15300,,,,,,,,,
2.398590507339485,1.6151351928710938,4.011422637590862e-05,0.4985,15400,,,,,,,,,
2.4141650118755598,1.7381300926208496,3.907580477673936e-05,0.5242,15500,,,,,,,,,
2.4141650118755598,,,,15500,0.5188649296760559,84.0254,38.203,4.784,,,,,
2.429739516411634,1.107906460762024,3.80373831775701e-05,0.5112,15600,,,,,,,,,
2.4453140209477087,1.3149148225784302,3.700934579439253e-05,0.5073,15700,,,,,,,,,
2.460888525483783,1.7948778867721558,3.597092419522326e-05,0.4592,15800,,,,,,,,,
2.4764630300198576,1.7690311670303345,3.4932502596054e-05,0.4909,15900,,,,,,,,,
2.492037534555932,1.6612741947174072,3.3894080996884734e-05,0.5029,16000,,,,,,,,,
2.492037534555932,,,,16000,0.5168440341949463,83.3101,38.531,4.825,,,,,
2.5076120390920065,1.098568320274353,3.285565939771547e-05,0.4969,16100,,,,,,,,,
2.5231865436280807,1.826958179473877,3.181723779854621e-05,0.5253,16200,,,,,,,,,
2.5387610481641554,1.8066620826721191,3.077881619937695e-05,0.5167,16300,,,,,,,,,
2.5543355527002296,1.5002480745315552,2.974039460020769e-05,0.4899,16400,,,,,,,,,
2.5699100572363043,1.2287187576293945,2.8701973001038425e-05,0.4516,16500,,,,,,,,,
2.5699100572363043,,,,16500,0.5161345601081848,83.3082,38.532,4.825,,,,,
2.5854845617723785,1.1507351398468018,2.7663551401869157e-05,0.5108,16600,,,,,,,,,
2.601059066308453,1.1142306327819824,2.66251298026999e-05,0.4734,16700,,,,,,,,,
2.6166335708445274,1.4945169687271118,2.5586708203530635e-05,0.5096,16800,,,,,,,,,
2.632208075380602,0.8390783071517944,2.4548286604361374e-05,0.4934,16900,,,,,,,,,
2.6477825799166763,1.5525695085525513,2.350986500519211e-05,0.4755,17000,,,,,,,,,
2.6477825799166763,,,,17000,0.5146551132202148,83.2723,38.548,4.828,,,,,
2.663357084452751,1.8406221866607666,2.2471443406022845e-05,0.511,17100,,,,,,,,,
2.678931588988825,1.1614927053451538,2.1433021806853584e-05,0.4758,17200,,,,,,,,,
2.6945060935249,0.9253314137458801,2.039460020768432e-05,0.4718,17300,,,,,,,,,
2.710080598060974,1.2318637371063232,1.935617860851506e-05,0.4908,17400,,,,,,,,,
2.725655102597049,1.6320003271102905,1.8317757009345794e-05,0.4702,17500,,,,,,,,,
2.725655102597049,,,,17500,0.513797402381897,83.2989,38.536,4.826,,,,,
2.741229607133123,1.116300344467163,1.7279335410176533e-05,0.5005,17600,,,,,,,,,
2.7568041116691973,0.9505963325500488,1.624091381100727e-05,0.5076,17700,,,,,,,,,
2.772378616205272,1.6844098567962646,1.52128764278297e-05,0.4945,17800,,,,,,,,,
2.7879531207413466,1.8728373050689697,1.4174454828660435e-05,0.4813,17900,,,,,,,,,
2.803527625277421,0.8694747686386108,1.3136033229491174e-05,0.4909,18000,,,,,,,,,
2.803527625277421,,,,18000,0.5124741196632385,83.2244,38.57,4.83,,,,,
2.819218938597516,1.2342280149459839,1.2097611630321912e-05,0.5023,18100,,,,,,,,,
2.83479344313359,1.88749361038208,1.1059190031152649e-05,0.493,18200,,,,,,,,,
2.850367947669665,0.7560367584228516,1.0020768431983386e-05,0.5016,18300,,,,,,,,,
2.865942452205739,1.0944095849990845,8.982346832814123e-06,0.4723,18400,,,,,,,,,
2.8815169567418137,1.9004933834075928,7.94392523364486e-06,0.509,18500,,,,,,,,,
2.8815169567418137,,,,18500,0.512046754360199,83.8645,38.276,4.793,,,,,
2.897091461277888,0.5614544153213501,6.905503634475598e-06,0.4637,18600,,,,,,,,,
2.9126659658139626,1.1138564348220825,5.867082035306334e-06,0.4952,18700,,,,,,,,,
2.928240470350037,1.761320948600769,4.828660436137072e-06,0.5229,18800,,,,,,,,,
2.9438149748861115,1.0318846702575684,3.7902388369678093e-06,0.4891,18900,,,,,,,,,
2.9593894794221858,0.47301867604255676,2.7518172377985465e-06,0.4526,19000,,,,,,,,,
2.9593894794221858,,,,19000,0.511628270149231,82.6234,38.851,4.865,,,,,
2.9749639839582604,0.85154128074646,1.7133956386292835e-06,0.4946,19100,,,,,,,,,
2.9905384884943347,1.3201861381530762,6.749740394600208e-07,0.473,19200,,,,,,,,,
2.9998831912159796,,,,19260,,,,,602.3929,127.905,31.972,6.753832614617088e+16,0.032061035338468144
